Numer_zgloszenia	Czas_naprawy	Rodzaj
1465	2015-08-09 11:37:59	wymiana
1483	2015-08-09 13:41:00	wymiana
1451	2015-08-10 01:51:34	restart
1483	2015-08-10 10:32:30	restart
1490	2015-08-10 10:46:14	restart
1467	2015-08-10 13:05:08	wymiana
1469	2015-08-10 13:10:50	restart
1489	2015-08-10 14:43:51	wymiana
1464	2015-08-10 15:54:30	restart
1486	2015-08-10 16:22:29	restart
1469	2015-08-10 18:20:32	restart
1478	2015-08-10 19:03:50	restart
1501	2015-08-10 23:36:59	wymiana
1458	2015-08-11 00:36:04	wymiana
1487	2015-08-11 01:32:48	wymiana
1484	2015-08-11 02:32:51	wymiana
1479	2015-08-11 04:02:35	wymiana
1466	2015-08-11 04:09:12	restart
1501	2015-08-11 08:16:56	restart
1496	2015-08-11 08:28:14	restart
1501	2015-08-11 10:01:48	restart
1465	2015-08-11 12:32:28	wymiana
1471	2015-08-11 16:25:06	restart
1491	2015-08-11 18:50:39	restart
1490	2015-08-11 20:37:16	wymiana
1501	2015-08-12 00:07:54	restart
1465	2015-08-12 00:14:37	wymiana
1456	2015-08-12 00:24:58	wymiana
1483	2015-08-12 01:54:21	restart
1471	2015-08-12 03:04:29	wymiana
1456	2015-08-12 03:22:23	restart
1497	2015-08-12 04:58:08	restart
1505	2015-08-12 07:41:24	restart
1510	2015-08-12 10:00:57	restart
1476	2015-08-12 14:13:39	restart
1492	2015-08-12 14:29:31	restart
1474	2015-08-12 15:01:16	restart
1471	2015-08-12 18:39:10	wymiana
1500	2015-08-12 19:32:05	wymiana
1491	2015-08-12 23:17:42	wymiana
1479	2015-08-13 01:34:23	restart
1508	2015-08-13 06:24:30	restart
1485	2015-08-13 07:08:23	wymiana
1491	2015-08-13 07:29:33	restart
1505	2015-08-13 11:13:59	restart
1516	2015-08-13 16:02:19	restart
1479	2015-08-13 16:59:02	wymiana
1469	2015-08-13 17:13:18	wymiana
1493	2015-08-13 17:29:15	wymiana
1513	2015-08-13 18:59:56	wymiana
1502	2015-08-13 19:00:32	wymiana
1491	2015-08-13 20:15:09	wymiana
1468	2015-08-13 21:25:38	wymiana
1481	2015-08-13 21:29:25	restart
1512	2015-08-13 23:15:23	restart
1478	2015-08-13 23:19:18	restart
1479	2015-08-14 07:06:07	wymiana
1499	2015-08-14 08:28:18	restart
1471	2015-08-14 08:51:47	restart
1516	2015-08-14 09:49:45	restart
1517	2015-08-14 12:41:47	wymiana
1488	2015-08-14 16:28:53	restart
1520	2015-08-14 19:37:38	restart
1514	2015-08-14 21:51:33	wymiana
1489	2015-08-15 01:19:42	wymiana
1512	2015-08-15 02:39:51	restart
1520	2015-08-15 04:31:10	restart
1489	2015-08-15 05:00:38	restart
1524	2015-08-15 10:22:04	wymiana
1483	2015-08-15 12:11:39	wymiana
1529	2015-08-15 15:04:02	wymiana
1523	2015-08-15 15:59:19	restart
1522	2015-08-15 18:54:16	restart
1518	2015-08-15 20:13:30	restart
1524	2015-08-15 21:37:21	wymiana
1490	2015-08-15 21:42:53	wymiana
1533	2015-08-15 21:45:22	restart
1535	2015-08-15 22:18:08	restart
1516	2015-08-16 00:45:26	restart
1520	2015-08-16 01:01:19	restart
1515	2015-08-16 02:00:35	restart
1521	2015-08-16 04:11:48	restart
1506	2015-08-16 06:28:44	wymiana
1491	2015-08-16 09:25:10	wymiana
1534	2015-08-16 10:20:58	wymiana
1505	2015-08-16 12:43:50	restart
1528	2015-08-16 12:53:52	wymiana
1495	2015-08-16 13:49:39	wymiana
1516	2015-08-16 14:01:59	restart
1527	2015-08-16 16:02:39	wymiana
1525	2015-08-16 16:32:51	restart
1512	2015-08-16 18:03:19	restart
1494	2015-08-16 19:10:35	wymiana
1541	2015-08-16 21:52:22	wymiana
1507	2015-08-17 01:53:15	wymiana
1498	2015-08-17 02:31:22	wymiana
1525	2015-08-17 04:56:35	restart
1527	2015-08-17 06:43:53	wymiana
1531	2015-08-17 08:21:53	wymiana
1512	2015-08-17 09:19:10	restart
1520	2015-08-17 11:58:06	restart
1509	2015-08-17 13:59:36	restart
1499	2015-08-17 18:28:04	restart
1531	2015-08-17 18:47:20	wymiana
1536	2015-08-17 20:45:42	restart
1522	2015-08-17 23:14:35	wymiana
1504	2015-08-18 02:55:34	restart
1516	2015-08-18 03:13:02	wymiana
1549	2015-08-18 03:46:36	restart
1537	2015-08-18 04:13:11	wymiana
1520	2015-08-18 04:59:44	wymiana
1549	2015-08-18 05:14:20	wymiana
1540	2015-08-18 08:28:59	wymiana
1523	2015-08-18 10:16:52	restart
1503	2015-08-18 13:02:14	restart
1517	2015-08-18 15:13:35	restart
1536	2015-08-18 15:53:29	wymiana
1524	2015-08-18 16:19:12	restart
1532	2015-08-18 16:19:45	wymiana
1512	2015-08-18 16:40:51	wymiana
1508	2015-08-18 20:14:50	wymiana
1527	2015-08-18 20:40:50	wymiana
1551	2015-08-18 23:10:00	wymiana
1533	2015-08-19 01:14:16	wymiana
1542	2015-08-19 02:13:28	wymiana
1519	2015-08-19 03:26:39	wymiana
1511	2015-08-19 03:42:17	restart
1528	2015-08-19 04:54:02	wymiana
1540	2015-08-19 05:18:02	restart
1522	2015-08-19 05:27:48	wymiana
1530	2015-08-19 07:31:14	restart
1547	2015-08-19 07:58:04	wymiana
1525	2015-08-19 09:40:31	wymiana
1526	2015-08-19 10:31:46	restart
1537	2015-08-19 10:56:10	wymiana
1517	2015-08-19 15:31:57	restart
1536	2015-08-19 16:08:52	wymiana
1531	2015-08-19 18:26:01	restart
1544	2015-08-19 22:13:36	wymiana
1525	2015-08-20 01:56:40	restart
1544	2015-08-20 02:42:05	restart
1543	2015-08-20 04:23:45	restart
1559	2015-08-20 04:40:22	restart
1544	2015-08-20 04:43:42	restart
1517	2015-08-20 06:45:45	wymiana
1539	2015-08-20 09:46:05	restart
1538	2015-08-20 10:09:12	wymiana
1545	2015-08-20 12:15:03	restart
1528	2015-08-20 12:52:53	wymiana
1523	2015-08-20 17:40:34	wymiana
1528	2015-08-20 18:27:19	restart
1544	2015-08-20 19:25:03	wymiana
1549	2015-08-20 23:03:51	restart
1544	2015-08-20 23:18:45	restart
1537	2015-08-21 00:06:10	restart
1546	2015-08-21 01:14:56	wymiana
1533	2015-08-21 02:43:04	wymiana
1531	2015-08-21 09:13:50	wymiana
1569	2015-08-21 09:58:34	wymiana
1562	2015-08-21 09:59:03	wymiana
1567	2015-08-21 11:37:37	wymiana
1564	2015-08-21 12:20:29	wymiana
1568	2015-08-21 14:29:31	wymiana
1538	2015-08-21 19:24:50	restart
1525	2015-08-21 23:24:23	restart
1576	2015-08-22 01:22:12	restart
1563	2015-08-22 06:15:32	restart
1531	2015-08-22 06:51:46	wymiana
1528	2015-08-22 08:56:15	wymiana
1572	2015-08-22 11:34:55	restart
1533	2015-08-22 13:16:50	restart
1563	2015-08-22 13:23:31	wymiana
1553	2015-08-22 14:23:25	restart
1552	2015-08-22 16:04:48	restart
1548	2015-08-22 18:05:51	restart
1572	2015-08-22 19:37:08	restart
1581	2015-08-22 19:51:53	restart
1537	2015-08-22 20:20:01	restart
1570	2015-08-22 21:52:23	restart
1549	2015-08-23 00:38:27	restart
1581	2015-08-23 01:42:38	wymiana
1565	2015-08-23 02:21:34	restart
1549	2015-08-23 04:25:30	restart
1571	2015-08-23 09:06:55	restart
1580	2015-08-23 11:51:52	wymiana
1552	2015-08-23 16:05:10	wymiana
1554	2015-08-23 17:35:39	wymiana
1547	2015-08-23 18:19:47	wymiana
1550	2015-08-23 18:32:44	wymiana
1567	2015-08-23 20:04:17	restart
1570	2015-08-24 01:14:16	wymiana
1564	2015-08-24 03:25:29	wymiana
1586	2015-08-24 07:26:26	restart
1561	2015-08-24 08:35:45	restart
1564	2015-08-24 09:09:55	restart
1589	2015-08-24 11:42:59	restart
1561	2015-08-24 11:48:27	restart
1580	2015-08-24 13:24:40	wymiana
1571	2015-08-24 15:21:23	restart
1587	2015-08-24 19:01:46	restart
1582	2015-08-24 20:31:21	wymiana
1573	2015-08-25 00:48:59	restart
1556	2015-08-25 01:06:15	restart
1571	2015-08-25 02:36:28	wymiana
1557	2015-08-25 06:23:01	restart
1566	2015-08-25 07:37:49	restart
1561	2015-08-25 14:48:07	restart
1584	2015-08-25 14:51:46	restart
1555	2015-08-25 15:21:49	wymiana
1585	2015-08-25 19:59:23	wymiana
1597	2015-08-25 20:37:13	wymiana
1585	2015-08-25 20:59:48	restart
1560	2015-08-25 22:25:16	wymiana
1596	2015-08-26 01:46:50	wymiana
1578	2015-08-26 02:10:38	restart
1588	2015-08-26 04:48:04	wymiana
1566	2015-08-26 08:13:43	wymiana
1573	2015-08-26 09:41:41	wymiana
1558	2015-08-26 11:20:18	restart
1571	2015-08-26 11:28:01	restart
1595	2015-08-26 11:48:16	wymiana
1567	2015-08-26 16:06:39	restart
1583	2015-08-26 19:03:44	restart
1561	2015-08-26 20:35:08	restart
1571	2015-08-26 23:27:42	wymiana
1601	2015-08-27 00:38:33	restart
1574	2015-08-27 02:24:04	wymiana
1585	2015-08-27 08:37:50	restart
1605	2015-08-27 10:45:43	restart
1575	2015-08-27 10:45:55	restart
1566	2015-08-27 11:18:14	wymiana
1587	2015-08-27 12:02:16	restart
1569	2015-08-27 12:59:15	restart
1602	2015-08-27 14:49:30	restart
1588	2015-08-27 14:56:17	wymiana
1566	2015-08-27 15:57:38	restart
1585	2015-08-27 20:55:35	wymiana
1600	2015-08-27 22:56:53	wymiana
1596	2015-08-28 00:33:09	wymiana
1581	2015-08-28 01:40:45	wymiana
1581	2015-08-28 01:50:53	restart
1590	2015-08-28 02:38:21	restart
1579	2015-08-28 05:36:26	restart
1601	2015-08-28 07:27:42	wymiana
1591	2015-08-28 07:49:54	restart
1577	2015-08-28 09:38:48	restart
1581	2015-08-28 11:58:43	restart
1587	2015-08-28 20:31:49	restart
1601	2015-08-28 23:20:47	wymiana
1592	2015-08-29 01:40:21	restart
1601	2015-08-29 01:54:02	wymiana
1611	2015-08-29 03:49:41	restart
1617	2015-08-29 04:58:22	restart
1585	2015-08-29 09:00:49	wymiana
1620	2015-08-29 15:18:32	restart
1588	2015-08-29 22:26:27	restart
1623	2015-08-29 22:40:27	wymiana
1604	2015-08-30 00:03:44	restart
1611	2015-08-30 00:38:11	restart
1601	2015-08-30 01:20:32	restart
1606	2015-08-30 02:43:02	wymiana
1608	2015-08-30 09:31:40	restart
1626	2015-08-30 11:11:31	restart
1614	2015-08-30 12:10:13	wymiana
1587	2015-08-30 12:52:30	wymiana
1593	2015-08-30 16:12:58	restart
1586	2015-08-30 18:59:03	restart
1598	2015-08-31 02:34:47	restart
1603	2015-08-31 02:39:57	restart
1618	2015-08-31 03:01:01	restart
1594	2015-08-31 05:10:27	restart
1618	2015-08-31 05:24:12	wymiana
1607	2015-08-31 11:40:56	wymiana
1627	2015-08-31 12:18:20	restart
1622	2015-08-31 14:35:52	wymiana
1599	2015-08-31 19:54:18	wymiana
1628	2015-08-31 20:15:50	restart
1618	2015-08-31 21:12:00	wymiana
1612	2015-08-31 21:17:41	wymiana
1622	2015-08-31 21:47:02	wymiana
1611	2015-09-01 00:48:33	restart
1622	2015-09-01 06:42:25	restart
1609	2015-09-01 07:23:49	wymiana
1620	2015-09-01 08:08:46	wymiana
1619	2015-09-01 12:54:10	wymiana
1626	2015-09-01 15:03:55	restart
1639	2015-09-01 16:45:55	restart
1622	2015-09-01 19:13:37	restart
1639	2015-09-02 00:25:04	restart
1627	2015-09-02 01:17:03	restart
1639	2015-09-02 02:57:30	wymiana
1611	2015-09-02 06:17:16	wymiana
1624	2015-09-02 06:28:43	restart
1635	2015-09-02 08:45:44	restart
1631	2015-09-02 09:07:03	restart
1647	2015-09-02 09:48:47	restart
1640	2015-09-02 16:07:34	restart
1620	2015-09-02 16:33:49	wymiana
1613	2015-09-02 22:01:17	wymiana
1610	2015-09-02 22:59:30	restart
1628	2015-09-03 01:04:07	wymiana
1611	2015-09-03 01:24:20	restart
1651	2015-09-03 03:44:40	wymiana
1642	2015-09-03 06:34:08	restart
1621	2015-09-03 15:05:57	restart
1616	2015-09-03 16:27:28	restart
1620	2015-09-03 16:52:19	restart
1630	2015-09-03 21:51:09	restart
1640	2015-09-03 23:12:44	restart
1625	2015-09-04 01:46:21	wymiana
1652	2015-09-04 05:09:31	wymiana
1615	2015-09-04 05:38:20	restart
1664	2015-09-04 05:45:56	restart
1639	2015-09-04 07:28:14	restart
1656	2015-09-04 09:51:38	restart
1640	2015-09-04 11:38:52	restart
1622	2015-09-04 14:07:05	restart
1644	2015-09-04 17:34:17	wymiana
1668	2015-09-04 19:22:23	restart
1630	2015-09-04 19:29:04	restart
1657	2015-09-04 21:49:11	restart
1664	2015-09-04 22:00:50	restart
1653	2015-09-04 22:10:12	wymiana
1660	2015-09-04 23:11:23	wymiana
1661	2015-09-05 00:37:21	wymiana
1652	2015-09-05 02:00:53	wymiana
1629	2015-09-05 03:55:36	restart
1664	2015-09-05 04:25:34	wymiana
1626	2015-09-05 04:32:29	wymiana
1647	2015-09-05 05:18:12	restart
1642	2015-09-05 06:57:37	restart
1669	2015-09-05 07:47:18	restart
1632	2015-09-05 07:59:44	restart
1673	2015-09-05 08:30:51	wymiana
1648	2015-09-05 09:54:19	wymiana
1667	2015-09-05 11:17:58	wymiana
1655	2015-09-05 11:29:32	wymiana
1667	2015-09-05 12:00:26	restart
1668	2015-09-05 12:29:59	restart
1647	2015-09-05 13:58:55	wymiana
1626	2015-09-05 14:09:06	restart
1637	2015-09-05 15:36:56	wymiana
1640	2015-09-05 17:20:24	wymiana
1652	2015-09-05 19:10:32	restart
1674	2015-09-05 20:01:01	restart
1662	2015-09-05 23:04:37	wymiana
1643	2015-09-05 23:23:41	restart
1630	2015-09-06 00:48:34	wymiana
1658	2015-09-06 01:23:37	wymiana
1641	2015-09-06 02:24:50	wymiana
1630	2015-09-06 03:16:24	wymiana
1677	2015-09-06 03:22:43	restart
1647	2015-09-06 03:26:19	restart
1664	2015-09-06 04:55:57	restart
1633	2015-09-06 08:19:45	wymiana
1629	2015-09-06 08:21:20	wymiana
1630	2015-09-06 09:10:35	wymiana
1636	2015-09-06 11:28:39	restart
1675	2015-09-06 12:02:13	restart
1670	2015-09-06 12:46:53	wymiana
1670	2015-09-06 13:06:22	restart
1634	2015-09-06 14:12:40	wymiana
1648	2015-09-06 15:11:45	wymiana
1667	2015-09-06 21:55:32	restart
1650	2015-09-06 22:21:00	restart
1665	2015-09-07 00:52:27	restart
1659	2015-09-07 01:04:45	restart
1668	2015-09-07 03:57:46	restart
1663	2015-09-07 04:04:02	restart
1663	2015-09-07 04:33:07	restart
1639	2015-09-07 04:34:40	restart
1679	2015-09-07 05:35:31	restart
1638	2015-09-07 05:54:19	restart
1679	2015-09-07 09:04:12	restart
1663	2015-09-07 16:10:49	restart
1678	2015-09-07 17:44:39	wymiana
1642	2015-09-07 18:17:48	wymiana
1648	2015-09-07 21:17:44	wymiana
1663	2015-09-07 22:39:37	restart
1648	2015-09-07 22:42:02	restart
1646	2015-09-08 04:00:03	wymiana
1647	2015-09-08 05:12:20	restart
1667	2015-09-08 05:24:59	restart
1685	2015-09-08 06:09:38	restart
1645	2015-09-08 08:45:18	restart
1680	2015-09-08 11:35:54	wymiana
1683	2015-09-08 13:04:39	wymiana
1665	2015-09-08 13:11:11	wymiana
1690	2015-09-08 13:46:19	restart
1674	2015-09-08 14:16:51	restart
1672	2015-09-08 20:39:51	wymiana
1654	2015-09-08 21:26:11	wymiana
1692	2015-09-08 21:57:12	restart
1686	2015-09-08 22:02:05	wymiana
1648	2015-09-08 22:39:05	restart
1653	2015-09-09 00:25:20	wymiana
1670	2015-09-09 06:00:38	restart
1649	2015-09-09 06:35:12	wymiana
1669	2015-09-09 09:29:08	wymiana
1663	2015-09-09 10:43:59	wymiana
1685	2015-09-09 12:16:51	wymiana
1692	2015-09-09 15:40:06	restart
1654	2015-09-09 16:32:51	wymiana
1690	2015-09-09 17:17:11	restart
1692	2015-09-09 18:05:27	wymiana
1692	2015-09-09 18:59:03	restart
1661	2015-09-09 20:26:58	wymiana
1695	2015-09-09 23:20:13	wymiana
1682	2015-09-10 00:53:56	restart
1685	2015-09-10 02:59:32	wymiana
1697	2015-09-10 03:30:45	restart
1654	2015-09-10 04:07:09	restart
1695	2015-09-10 04:25:01	wymiana
1703	2015-09-10 05:05:46	restart
1666	2015-09-10 05:45:17	restart
1699	2015-09-10 06:15:29	wymiana
1700	2015-09-10 06:54:17	wymiana
1669	2015-09-10 07:16:51	wymiana
1668	2015-09-10 07:43:38	wymiana
1694	2015-09-10 10:41:29	wymiana
1701	2015-09-10 12:32:07	wymiana
1696	2015-09-10 12:36:03	wymiana
1668	2015-09-10 15:37:31	restart
1679	2015-09-10 15:45:56	wymiana
1707	2015-09-10 15:47:30	wymiana
1671	2015-09-10 22:12:21	restart
1711	2015-09-11 00:31:43	restart
1665	2015-09-11 00:39:15	wymiana
1711	2015-09-11 03:12:48	wymiana
1684	2015-09-11 03:47:52	restart
1700	2015-09-11 04:02:41	wymiana
1674	2015-09-11 07:21:40	restart
1701	2015-09-11 10:17:03	wymiana
1670	2015-09-11 10:17:21	restart
1685	2015-09-11 11:52:27	wymiana
1684	2015-09-11 12:18:40	restart
1709	2015-09-11 13:25:40	restart
1686	2015-09-11 13:27:52	restart
1688	2015-09-11 13:28:50	wymiana
1676	2015-09-11 15:22:56	restart
1711	2015-09-11 16:28:16	wymiana
1704	2015-09-11 16:36:40	restart
1671	2015-09-11 20:43:34	wymiana
1671	2015-09-11 21:57:27	wymiana
1708	2015-09-11 22:24:55	restart
1706	2015-09-12 00:38:23	wymiana
1687	2015-09-12 02:58:16	wymiana
1719	2015-09-12 03:46:44	wymiana
1687	2015-09-12 03:57:08	wymiana
1686	2015-09-12 04:54:16	restart
1691	2015-09-12 06:09:08	restart
1709	2015-09-12 09:46:44	restart
1681	2015-09-12 12:11:35	wymiana
1679	2015-09-12 15:53:35	wymiana
1723	2015-09-12 17:35:42	wymiana
1712	2015-09-12 20:30:35	wymiana
1700	2015-09-12 20:59:19	restart
1712	2015-09-12 21:16:40	restart
1709	2015-09-12 21:44:10	wymiana
1708	2015-09-13 02:14:31	wymiana
1688	2015-09-13 03:46:04	restart
1679	2015-09-13 05:53:55	restart
1709	2015-09-13 06:59:37	wymiana
1709	2015-09-13 08:49:01	restart
1705	2015-09-13 08:57:57	restart
1691	2015-09-13 10:20:17	wymiana
1700	2015-09-13 13:33:53	restart
1719	2015-09-13 13:43:35	wymiana
1727	2015-09-13 14:15:28	restart
1708	2015-09-13 14:21:47	wymiana
1716	2015-09-13 14:56:35	wymiana
1700	2015-09-13 16:01:26	wymiana
1710	2015-09-13 16:03:14	restart
1698	2015-09-13 16:15:44	wymiana
1684	2015-09-13 17:51:30	wymiana
1717	2015-09-13 18:37:04	wymiana
1730	2015-09-13 23:47:48	restart
1704	2015-09-14 02:10:29	restart
1690	2015-09-14 04:16:22	restart
1733	2015-09-14 04:40:56	restart
1689	2015-09-14 05:39:21	restart
1686	2015-09-14 05:50:32	wymiana
1713	2015-09-14 06:38:40	wymiana
1713	2015-09-14 07:12:34	restart
1715	2015-09-14 13:44:11	wymiana
1690	2015-09-14 15:39:24	restart
1729	2015-09-14 17:10:00	wymiana
1726	2015-09-14 18:19:38	restart
1704	2015-09-14 20:23:32	restart
1713	2015-09-14 21:01:10	restart
1710	2015-09-15 05:21:23	wymiana
1731	2015-09-15 08:22:35	wymiana
1702	2015-09-15 09:34:58	wymiana
1718	2015-09-15 09:43:37	restart
1730	2015-09-15 10:22:39	wymiana
1740	2015-09-15 10:23:47	restart
1734	2015-09-15 10:42:06	restart
1691	2015-09-15 10:49:10	wymiana
1706	2015-09-15 10:51:14	restart
1714	2015-09-15 18:43:13	restart
1741	2015-09-15 21:02:41	wymiana
1708	2015-09-15 22:17:20	restart
1729	2015-09-16 00:08:48	restart
1693	2015-09-16 00:11:50	restart
1712	2015-09-16 00:57:42	restart
1739	2015-09-16 01:02:08	wymiana
1730	2015-09-16 02:49:57	wymiana
1735	2015-09-16 02:59:24	wymiana
1730	2015-09-16 04:11:18	restart
1704	2015-09-16 13:17:03	restart
1743	2015-09-16 18:42:23	wymiana
1720	2015-09-16 20:35:00	wymiana
1742	2015-09-16 20:53:34	restart
1710	2015-09-16 23:06:29	restart
1733	2015-09-16 23:11:43	restart
1749	2015-09-17 00:36:07	restart
1730	2015-09-17 02:54:55	restart
1722	2015-09-17 03:14:36	wymiana
1753	2015-09-17 04:45:42	restart
1738	2015-09-17 06:25:46	restart
1710	2015-09-17 11:34:52	wymiana
1753	2015-09-17 13:07:43	restart
1724	2015-09-17 16:56:11	wymiana
1753	2015-09-17 23:39:11	wymiana
1713	2015-09-18 01:45:58	wymiana
1757	2015-09-18 02:55:40	restart
1722	2015-09-18 05:06:34	wymiana
1743	2015-09-18 05:49:39	wymiana
1721	2015-09-18 06:25:12	restart
1747	2015-09-18 11:27:45	restart
1729	2015-09-18 12:46:37	restart
1725	2015-09-18 12:50:38	restart
1727	2015-09-18 12:59:27	wymiana
1759	2015-09-18 14:33:43	wymiana
1742	2015-09-18 15:38:59	restart
1749	2015-09-18 15:55:38	wymiana
1757	2015-09-18 16:53:15	wymiana
1752	2015-09-18 19:43:47	wymiana
1729	2015-09-18 21:32:11	restart
1737	2015-09-18 21:46:46	restart
1742	2015-09-18 23:53:34	wymiana
1736	2015-09-19 00:02:48	wymiana
1758	2015-09-19 00:18:21	wymiana
1728	2015-09-19 00:54:58	restart
1762	2015-09-19 01:18:24	wymiana
1750	2015-09-19 04:52:37	restart
1726	2015-09-19 07:27:13	wymiana
1732	2015-09-19 12:32:50	wymiana
1738	2015-09-19 18:05:37	wymiana
1751	2015-09-19 18:28:37	restart
1754	2015-09-19 19:14:08	wymiana
1761	2015-09-19 22:34:40	wymiana
1755	2015-09-20 03:54:57	restart
1755	2015-09-20 05:41:41	wymiana
1744	2015-09-20 07:06:39	wymiana
1756	2015-09-20 08:30:44	restart
1767	2015-09-20 10:21:14	wymiana
1735	2015-09-20 12:33:03	restart
1746	2015-09-20 13:59:40	wymiana
1764	2015-09-20 14:07:01	restart
1753	2015-09-20 15:15:22	restart
1759	2015-09-20 20:17:24	wymiana
1771	2015-09-20 21:44:08	restart
1770	2015-09-21 00:40:49	wymiana
1748	2015-09-21 02:00:47	restart
1742	2015-09-21 03:24:13	restart
1776	2015-09-21 07:02:52	wymiana
1761	2015-09-21 10:23:49	restart
1760	2015-09-21 11:32:20	wymiana
1753	2015-09-21 11:44:19	wymiana
1752	2015-09-21 13:59:17	wymiana
1763	2015-09-21 17:30:22	restart
1768	2015-09-21 18:52:14	wymiana
1777	2015-09-22 04:47:06	restart
1755	2015-09-22 05:36:06	wymiana
1745	2015-09-22 07:23:06	restart
1787	2015-09-22 07:33:34	wymiana
1757	2015-09-22 11:21:38	restart
1766	2015-09-22 11:39:43	restart
1772	2015-09-22 12:38:45	restart
1786	2015-09-22 12:38:59	wymiana
1749	2015-09-22 17:14:44	restart
1788	2015-09-22 19:23:26	wymiana
1791	2015-09-22 19:27:01	restart
1774	2015-09-22 21:41:48	wymiana
1778	2015-09-23 00:11:06	restart
1764	2015-09-23 01:58:29	restart
1785	2015-09-23 02:51:21	restart
1761	2015-09-23 07:20:52	restart
1787	2015-09-23 07:43:29	restart
1787	2015-09-23 08:34:14	wymiana
1791	2015-09-23 08:51:10	restart
1786	2015-09-23 09:24:55	restart
1793	2015-09-23 11:46:12	restart
1792	2015-09-23 11:59:54	restart
1772	2015-09-23 13:03:18	wymiana
1761	2015-09-23 13:32:33	wymiana
1765	2015-09-23 14:28:57	wymiana
1768	2015-09-23 14:40:55	wymiana
1793	2015-09-23 16:14:45	wymiana
1792	2015-09-23 16:45:45	restart
1772	2015-09-23 16:50:41	restart
1779	2015-09-23 17:08:53	wymiana
1773	2015-09-23 17:51:04	wymiana
1774	2015-09-23 22:39:32	restart
1768	2015-09-23 22:58:04	wymiana
1755	2015-09-23 23:17:31	wymiana
1789	2015-09-23 23:52:19	wymiana
1778	2015-09-24 01:55:35	restart
1775	2015-09-24 02:15:14	restart
1778	2015-09-24 02:54:44	restart
1791	2015-09-24 07:49:05	wymiana
1796	2015-09-24 10:42:18	restart
1763	2015-09-24 13:55:32	wymiana
1782	2015-09-24 18:33:52	wymiana
1783	2015-09-24 19:16:42	restart
1778	2015-09-24 20:55:14	restart
1776	2015-09-24 21:00:42	wymiana
1791	2015-09-24 23:23:19	wymiana
1787	2015-09-25 00:30:48	restart
1763	2015-09-25 02:03:27	wymiana
1763	2015-09-25 05:40:29	wymiana
1769	2015-09-25 07:22:08	restart
1799	2015-09-25 07:25:10	restart
1764	2015-09-25 08:54:37	wymiana
1787	2015-09-25 16:26:46	wymiana
1803	2015-09-25 23:22:34	wymiana
1797	2015-09-26 04:46:58	wymiana
1804	2015-09-26 05:51:13	restart
1772	2015-09-26 06:05:41	wymiana
1774	2015-09-26 09:40:57	wymiana
1793	2015-09-26 17:26:33	restart
1793	2015-09-26 17:50:50	restart
1777	2015-09-26 17:56:48	restart
1775	2015-09-26 18:36:01	restart
1801	2015-09-26 21:52:30	restart
1797	2015-09-27 00:25:50	wymiana
1778	2015-09-27 01:48:17	wymiana
1777	2015-09-27 02:18:09	wymiana
1793	2015-09-27 04:45:32	wymiana
1784	2015-09-27 05:05:58	wymiana
1781	2015-09-27 07:27:08	wymiana
1800	2015-09-27 08:15:00	restart
1803	2015-09-27 09:31:52	restart
1797	2015-09-27 13:14:49	wymiana
1782	2015-09-27 14:50:39	wymiana
1776	2015-09-27 15:25:36	restart
1808	2015-09-27 16:53:27	wymiana
1777	2015-09-27 16:59:12	wymiana
1811	2015-09-27 18:16:08	restart
1813	2015-09-27 21:52:24	wymiana
1792	2015-09-28 00:18:29	restart
1780	2015-09-28 00:23:18	restart
1798	2015-09-28 02:24:46	wymiana
1806	2015-09-28 02:59:39	wymiana
1802	2015-09-28 05:10:57	wymiana
1794	2015-09-28 09:57:50	restart
1811	2015-09-28 10:52:41	wymiana
1807	2015-09-28 13:19:55	wymiana
1809	2015-09-28 13:38:44	restart
1792	2015-09-28 14:38:55	restart
1797	2015-09-28 18:37:51	wymiana
1819	2015-09-28 18:57:37	wymiana
1792	2015-09-29 00:52:33	restart
1795	2015-09-29 06:03:01	restart
1818	2015-09-29 07:56:42	wymiana
1804	2015-09-29 08:13:32	restart
1809	2015-09-29 08:25:52	wymiana
1790	2015-09-29 08:52:04	wymiana
1810	2015-09-29 09:29:30	restart
1816	2015-09-29 11:11:01	restart
1809	2015-09-29 17:40:23	wymiana
1820	2015-09-29 21:26:17	restart
1797	2015-09-29 22:10:57	restart
1816	2015-09-29 23:38:43	wymiana
1811	2015-09-29 23:47:48	wymiana
1800	2015-09-30 01:00:36	restart
1806	2015-09-30 01:32:37	restart
1821	2015-09-30 09:05:00	restart
1809	2015-09-30 11:42:11	restart
1816	2015-09-30 16:58:33	restart
1822	2015-09-30 19:07:00	restart
1805	2015-09-30 19:37:39	restart
1799	2015-09-30 20:00:51	wymiana
1820	2015-09-30 20:28:51	wymiana
1830	2015-10-01 04:02:39	restart
1825	2015-10-01 05:47:24	restart
1817	2015-10-01 10:22:34	restart
1811	2015-10-01 12:56:17	wymiana
1810	2015-10-01 15:54:48	wymiana
1822	2015-10-01 15:55:05	wymiana
1828	2015-10-01 17:57:54	wymiana
1804	2015-10-01 18:04:59	restart
1820	2015-10-01 19:34:20	restart
1828	2015-10-01 22:18:56	wymiana
1806	2015-10-02 04:48:45	wymiana
1833	2015-10-02 04:54:55	wymiana
1810	2015-10-02 11:53:34	wymiana
1806	2015-10-02 13:11:02	restart
1822	2015-10-02 14:16:20	wymiana
